title,genre,producer,country,year,rating_url
Однажды на лошади…,,"Кантер, Хэл (страница отсутствует)",,1958,https://www.imdb.com/title/tt0052029/
"Обнажённое солнце (фильм, 1958)",Фильм-драма,Миёдзи Иэки,Япония,,https://www.imdb.com/title/tt0235450/
"Одинокие сердца (фильм, 1958)",Драма (жанр),Винсент Дж. Донахью (страница отсутствует),Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0053017/
"Ночной гость (фильм, 1958)",Драматический фильм,"Шредель, Владимир Маркович",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0052008/
"Обманщики (фильм, 1958)",Драма (жанр),"Карне, Марсель",Франция,1958,https://www.imdb.com/title/tt0052318/
"Нечто, которое не могло умереть",Фильм ужасов,"Коэн, Уилл (страница отсутствует)",Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0052289/
О чём шумит река,Драма (жанр),"Мелик-Авакян, Григорий Георгиевич",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0420690/
"Нет сильнее любви (фильм, 1958)",Мелодрама (фильм),Эйсукэ Такидзава (страница отсутствует),Япония,,https://www.imdb.com/title/tt1589517/
Новые похождения Кота в сапогах,,"Роу, Александр Артурович",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0167312/
Ненавидящий полицейских (фильм),Фильм нуар,Уильям Бёрк (режиссёр) (страница отсутствует),Соединённые Штаты Америки,1958,https://www.imdb.com/title/tt0051489/
Не склонившие головы,Драма (жанр),"Крамер, Стэнли",Соединённые Штаты Америки,,https://www.imdb.com/title/tt0051525/
"Не пойман — не вор (фильм, 1958)",Комедия,"Марсан, Жан (страница отсутствует)",Франция,1958,https://www.imdb.com/title/tt0051989/
Нападение гигантской женщины,Кинофантастика,Натан Юран,Соединённые Штаты Америки,,https://www.imdb.com/title/tt0051380/
Нападение людей-кукол,Научная фантастика в кинематографе,"Гордон, Берт Айра",,,https://www.imdb.com/title/tt0051381/
Назарин (фильм),Драма (жанр),"Бунюэль, Луис",Мексика,1958,https://www.imdb.com/title/tt0051983/
Над Тиссой (фильм),Драма (жанр),"Васильев, Дмитрий Иванович",Кинематограф СССР,,https://www.imdb.com/title/tt0234307/
На зелёной земле моей,Драма (жанр),"Викторов, Ричард Николаевич",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt5094426/
На дорогах войны,Военные фильмы,"Сааков, Леон Николаевич",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0351402/
На пороге жизни,Драма (жанр),Ингмар Бергман,Швеция,1958,https://www.imdb.com/title/tt0052017/
На графских развалинах (фильм),,"Скуйбин, Владимир Николаевич",Кинематограф СССР,1958,https://www.imdb.com/title/tt0050744/
Музыкальная комната,Драматический фильм,,,1958,https://www.imdb.com/title/tt0051792/
Мы из Семиречья,Исторический фильм,"Ходжиков, Султан-Ахмет Ходжаевич",Союз Советских Социалистических Республик,1958,
Мы — вундеркинды,Кинокомедия,"Хофман, Курт",Германия,1958,https://www.imdb.com/title/tt0052400/
На дальних берегах,Военный,"Тагизаде, Тофик Мехдикулу оглы",Союз Советских Социалистических Республик,1958,https://www.imdb.com/title/tt0314421/
Содержание скотины,Драма (жанр),Нагиса Осима,Япония,1961,https://www.imdb.com/title/tt0055441/
"Муха (фильм, 1958)",Кинофантастика,en:Kurt Neumann,Соединённые Штаты Америки,,https://www.imdb.com/title/tt0051622/
Смертельные попутчики,Вестерн,"Пекинпа, Сэм",,,https://www.imdb.com/title/tt0054795/
Совершенно серьёзно,Кинокомедия,"Рязанов, Эльдар Александрович",Союз Советских Социалистических Республик,,https://www.imdb.com/title/tt0055468/
Сердце не прощает,Мелодрама,"Довгань, Владимир Захарович",Кинематограф СССР,1961,https://www.imdb.com/title/tt0314638/
"Сказание о любви (фильм, 1961)",Драма (жанр),"Сафаров, Лятиф Башир оглы",Союз Советских Социалистических Республик,1961,
